,player,team,age,pts_per_poss,fgm,fga,fgpct,three_pm,three_pa,three_ppct,ftm,fta,ftpct,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,ddtwo_,tdthree_,plus_minus,fgm_less_than_5ft,fga_less_than_5ft,fgpct_less_than_5ft,fgm_5minus9_ft,fga_5minus9_ft,fgpct_5minus9_ft,fgm_10minus14_ft,fga_10minus14_ft,fgpct_10minus14_ft,fgm_15minus19_ft,fga_15minus19_ft,fgpct_15minus19_ft,fgm_two_0minustwo_4_ft,fga_two_0minustwo_4_ft,fgpct_two_0minustwo_4_ft,fgm_two_5minustwo_9_ft,fga_two_5minustwo_9_ft,fgpct_two_5minustwo_9_ft,pts,touches,front_ct_touches,time_of_poss,avg_sec_per_touch,avg_drib_per_touch,pts_per_touch,elbow_touches,post_ups,paint_touches,pts_per_elbow_touch,pts_per_post_touch,pts_per_paint_touch
222,jason preston,LAC,23,0.16,0.07,0.16,43.9,0.019,0.07,27.8,0.0,0.008,0.0,0.008,0.078,0.086,0.105,0.039,0.008,0.0,0.027,0.404,0,0,-0.035,0.4,0.7,55.6,0.3,0.7,50.0,0.2,0.4,50.0,0.2,0.2,100,0.2,0.5,50.0,0.2,0.8,20.0,3.2,23.7,7.7,1.8,4.64,4.29,0.133,0.1,0.0,0.2,2.0,0.0,1.0
223,thomas bryant,DEN,25,0.251,0.099,0.16,62.3,0.011,0.025,42.9,0.041,0.056,73.8,0.038,0.109,0.146,0.014,0.017,0.007,0.013,0.045,0.489,9,0,-0.046,2.7,3.6,75.4,0.3,0.7,42.1,0.3,0.6,50.0,0.2,0.4,45.8,0.1,0.4,36.4,0.3,0.6,48.6,9.8,26.6,12.7,0.6,1.46,0.32,0.367,2.3,0.5,4.9,0.763,0.806,1.159
224,georges niang,PHI,29,0.201,0.07,0.158,44.0,0.049,0.123,40.1,0.013,0.015,86.4,0.006,0.052,0.058,0.025,0.016,0.01,0.005,0.048,0.335,0,0,0.037,0.6,0.9,63.8,0.2,0.4,50.0,0.1,0.1,36.4,0.0,0.0,50.0,0.6,1.5,42.2,1.4,3.5,39.2,8.2,28.8,15.4,0.6,1.34,0.45,0.285,0.1,0.0,0.4,0.4,0.0,1.296
225,trevor hudgins,HOU,24,0.158,0.035,0.158,22.2,0.035,0.14,25.0,0.053,0.053,100.0,0.0,0.0,0.0,0.053,0.018,0.0,0.0,0.018,0.219,0,0,0.053,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,14.3,1.8,12.2,6.0,0.9,4.51,4.05,0.148,0.0,0.0,0.0,0.0,0.0,0.0
226,sandro mamukelashvili,SAS,23,0.175,0.064,0.157,40.9,0.019,0.07,27.7,0.027,0.038,71.1,0.049,0.08,0.13,0.043,0.023,0.009,0.008,0.041,0.426,1,0,-0.108,1.2,2.0,59.0,0.2,0.4,40.0,0.0,0.2,11.1,0.0,0.0,0.0,0.2,0.8,25.9,0.4,1.4,29.1,5.3,25.6,14.1,0.8,1.78,0.93,0.207,0.9,0.1,2.1,0.771,0.0,0.638
227,ziaire williams,MEM,21,0.165,0.067,0.157,42.4,0.02,0.079,24.7,0.012,0.016,77.8,0.013,0.053,0.067,0.023,0.032,0.012,0.004,0.051,0.299,0,0,-0.061,1.0,1.4,70.0,0.2,0.4,53.8,0.2,0.4,43.8,0.1,0.2,42.9,0.4,1.5,27.5,0.2,1.1,21.1,5.2,16.5,10.2,0.6,2.17,1.46,0.314,0.1,0.0,1.1,1.0,0.0,1.316
228,matt ryan,MIN,25,0.179,0.059,0.157,37.4,0.047,0.122,38.6,0.015,0.018,83.3,0.006,0.032,0.038,0.022,0.01,0.007,0.001,0.04,0.274,0,0,0.04,0.1,0.2,66.7,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.3,16.7,0.8,1.6,47.9,0.3,1.3,26.2,3.7,10.8,7.5,0.3,1.51,0.61,0.342,0.1,0.0,0.2,0.0,0.0,1.2
229,david roddy,MEM,22,0.175,0.067,0.157,42.8,0.024,0.079,30.1,0.017,0.027,63.1,0.02,0.054,0.074,0.02,0.021,0.012,0.007,0.041,0.33,0,0,-0.022,1.3,2.1,64.0,0.2,0.6,33.3,0.1,0.2,54.5,0.0,0.0,0.0,0.5,1.7,29.2,0.4,1.3,30.7,6.5,19.9,12.4,0.7,2.01,1.15,0.326,0.4,0.1,0.9,0.56,1.25,1.169
230,isaiah mobley,CLE,23,0.172,0.078,0.156,50.0,0.016,0.047,33.3,0.0,0.0,0.0,0.016,0.172,0.188,0.0,0.0,0.016,0.016,0.031,0.491,0,0,0.328,0.2,0.3,66.7,0.3,0.4,66.7,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,100,0.0,0.2,0.0,1.1,5.5,2.7,0.2,2.2,0.98,0.2,0.0,0.1,0.2,0.0,2.0,2.0
231,derrick white,BOS,28,0.209,0.072,0.156,46.1,0.031,0.081,38.4,0.034,0.039,87.7,0.011,0.049,0.06,0.066,0.018,0.011,0.016,0.037,0.444,6,0,0.102,1.4,2.3,61.2,0.6,1.2,48.9,0.4,0.7,51.9,0.1,0.2,27.8,0.7,1.8,41.0,1.1,3.0,36.8,12.3,47.1,20.1,3.2,4.02,3.39,0.261,0.6,0.0,1.1,0.533,0.0,0.686
232,gabe vincent,MIA,26,0.177,0.063,0.156,40.1,0.032,0.096,33.3,0.02,0.022,88.3,0.008,0.032,0.04,0.045,0.027,0.017,0.001,0.044,0.322,0,0,-0.007,0.6,1.2,53.9,0.3,0.7,43.5,0.3,0.6,47.4,0.3,0.6,56.8,0.8,2.0,36.6,1.0,3.1,32.7,9.5,43.5,19.8,2.8,3.9,3.24,0.218,0.2,0.0,0.4,0.545,1.0,0.75
233,nickeil alexander walker,MIN,24,0.192,0.069,0.156,44.2,0.031,0.082,38.1,0.022,0.034,66.7,0.008,0.047,0.055,0.058,0.03,0.017,0.011,0.047,0.397,0,0,-0.04,0.7,1.3,55.6,0.2,0.5,40.7,0.1,0.2,27.3,0.2,0.3,64.3,0.5,1.4,36.1,0.6,1.4,43.0,6.1,28.8,10.9,2.1,4.33,3.74,0.212,0.2,0.0,0.2,0.455,0.0,1.0
234,eric gordon,LAC,34,0.206,0.07,0.155,45.0,0.031,0.083,37.4,0.035,0.043,82.1,0.004,0.028,0.032,0.044,0.025,0.01,0.006,0.018,0.334,0,0,-0.052,1.8,2.8,61.7,0.5,1.2,40.8,0.2,0.4,38.5,0.0,0.0,33.3,0.3,0.7,38.6,1.5,4.0,37.1,12.7,39.0,23.7,2.3,3.5,2.91,0.324,0.2,0.0,0.4,0.625,2.0,1.28
235,tj mcconnell,IND,31,0.191,0.083,0.155,53.6,0.008,0.018,43.1,0.016,0.02,84.1,0.014,0.057,0.07,0.118,0.043,0.024,0.003,0.031,0.491,5,1,-0.025,1.8,3.0,60.5,0.8,1.7,50.8,0.5,1.1,46.3,0.1,0.2,75.0,0.2,0.4,42.9,0.2,0.5,40.5,8.4,55.0,19.0,4.2,4.61,4.58,0.153,0.4,0.0,0.4,0.2,0.0,0.375
236,bruce brown,DEN,26,0.192,0.075,0.155,48.0,0.02,0.055,36.2,0.023,0.03,74.6,0.013,0.057,0.069,0.057,0.027,0.018,0.011,0.041,0.419,3,1,0.007,2.4,3.6,65.6,0.4,1.1,38.8,0.3,0.8,36.8,0.1,0.2,37.5,0.6,1.7,33.3,0.6,1.6,37.6,11.2,51.2,24.6,3.0,3.48,2.84,0.219,0.8,0.1,1.8,0.889,1.0,0.907
237,john collins,ATL,25,0.201,0.079,0.155,50.6,0.015,0.052,28.2,0.03,0.038,79.3,0.017,0.084,0.102,0.019,0.018,0.01,0.016,0.048,0.411,11,0,-0.007,2.8,3.8,73.6,0.5,1.3,40.7,0.5,1.0,48.5,0.3,0.6,55.3,0.5,1.7,28.0,0.5,1.6,28.2,12.9,42.8,21.6,1.2,1.64,0.51,0.3,1.4,2.4,3.3,0.806,0.722,1.126
238,jakob poeltl,TOR,27,0.227,0.098,0.155,63.3,0.0,0.0,0.0,0.031,0.052,59.9,0.059,0.105,0.164,0.05,0.032,0.017,0.023,0.049,0.584,19,0,-0.04,3.8,5.1,73.7,1.2,2.4,50.0,0.5,1.1,47.4,0.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,53.2,30.7,1.5,1.64,0.5,0.24,6.7,1.9,8.3,0.476,0.734,0.853
239,andre drummond,CHI,29,0.225,0.094,0.155,60.9,0.0,0.002,0.0,0.036,0.067,53.9,0.077,0.172,0.249,0.019,0.043,0.026,0.015,0.067,0.63,8,0,0.023,2.3,3.6,64.9,0.2,0.5,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,17.7,10.8,0.4,1.41,0.48,0.345,1.6,0.4,4.5,0.612,0.741,0.957
240,keegan murray,SAC,22,0.193,0.07,0.154,45.2,0.041,0.099,41.0,0.013,0.017,76.3,0.018,0.055,0.073,0.019,0.012,0.013,0.008,0.032,0.359,4,0,0.028,1.3,2.3,58.3,0.2,0.5,41.7,0.2,0.4,50.0,0.1,0.2,33.3,1.1,2.6,41.9,1.5,3.6,40.6,12.0,34.4,23.8,1.0,1.66,0.79,0.35,0.4,0.2,2.0,0.625,0.667,0.83
241,aaron nesmith,IND,23,0.189,0.065,0.154,42.3,0.029,0.083,35.7,0.029,0.035,84.9,0.016,0.055,0.072,0.026,0.02,0.015,0.009,0.062,0.363,1,0,-0.042,1.4,2.5,56.0,0.2,0.6,30.0,0.3,0.5,52.9,0.0,0.1,22.2,0.9,2.4,36.0,0.7,2.0,34.8,10.0,35.7,20.5,1.0,1.66,0.8,0.28,0.4,0.0,1.1,0.759,0.0,0.795
242,trey murphy iii,NOP,22,0.219,0.074,0.154,48.2,0.039,0.096,40.7,0.031,0.034,90.9,0.012,0.044,0.056,0.022,0.013,0.017,0.009,0.03,0.384,1,0,0.006,1.9,2.6,71.2,0.2,0.6,37.2,0.0,0.1,27.3,0.0,0.2,15.4,0.9,2.2,42.0,1.5,3.8,39.9,14.0,35.4,22.5,1.0,1.72,0.93,0.396,0.4,0.0,1.4,0.967,0.0,1.179
243,quenton jackson,WAS,24,0.169,0.062,0.154,40.0,0.015,0.077,20.0,0.031,0.031,100.0,0.015,0.015,0.031,0.031,0.0,0.015,0.015,0.046,0.345,0,0,0.138,0.2,0.6,33.3,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,25.0,1.8,5.0,3.3,0.3,3.31,2.9,0.35,0.0,0.0,0.3,0.0,0.0,0.0
244,kevin knox ii,POR,23,0.191,0.071,0.154,46.0,0.03,0.089,34.0,0.019,0.025,77.3,0.017,0.07,0.087,0.016,0.023,0.012,0.007,0.051,0.352,1,0,-0.097,1.0,1.3,74.0,0.1,0.3,46.7,0.1,0.2,41.7,0.0,0.2,22.2,0.4,1.4,31.7,0.5,1.4,38.0,5.6,19.1,9.2,0.5,1.63,0.73,0.292,0.1,0.0,0.8,0.625,0.0,1.0
245,moses brown,BKN,23,0.248,0.097,0.153,63.5,0.0,0.0,0.0,0.053,0.115,45.8,0.091,0.131,0.222,0.006,0.024,0.006,0.022,0.062,0.586,3,0,0.043,1.7,2.5,66.3,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,11.2,5.0,0.3,1.56,0.41,0.385,0.6,0.1,3.3,1.364,1.2,1.068
246,svi mykhailiuk,CHA,25,0.209,0.071,0.153,46.7,0.041,0.085,47.8,0.026,0.04,64.5,0.011,0.034,0.046,0.045,0.018,0.014,0.005,0.02,0.371,0,0,0.009,0.7,1.1,61.3,0.0,0.5,8.3,0.0,0.1,0.0,0.1,0.2,60.0,0.6,1.3,44.1,0.6,1.3,51.4,4.9,14.4,9.3,0.6,2.36,1.45,0.342,0.1,0.0,0.4,1.0,0.0,0.417
247,ish smith,DEN,34,0.127,0.061,0.153,40.2,0.003,0.011,25.0,0.001,0.003,50.0,0.005,0.06,0.066,0.116,0.055,0.008,0.01,0.041,0.379,0,0,-0.052,0.4,0.7,56.0,0.1,0.2,42.9,0.2,0.8,26.1,0.6,1.4,41.3,0.1,0.2,42.9,0.0,0.1,0.0,2.3,20.4,7.7,1.7,5.05,4.9,0.114,0.1,0.0,0.2,0.0,0.0,0.444
248,dennis schroder,LAL,29,0.198,0.064,0.153,41.8,0.018,0.053,33.3,0.052,0.06,86.6,0.004,0.035,0.039,0.071,0.027,0.012,0.002,0.034,0.366,2,0,0.033,1.3,2.6,49.7,0.5,1.1,44.9,0.6,1.4,44.8,0.5,1.2,40.5,0.5,1.3,34.9,0.7,2.2,33.3,12.6,55.1,23.4,4.4,4.76,4.16,0.229,0.2,0.0,0.3,0.462,0.0,0.444
249,gorgui dieng,SAS,33,0.154,0.058,0.153,37.9,0.029,0.101,28.6,0.01,0.013,75.0,0.039,0.098,0.137,0.069,0.043,0.006,0.018,0.074,0.451,1,0,-0.198,0.4,0.6,64.7,0.0,0.1,50.0,0.1,0.3,37.5,0.1,0.2,75.0,0.2,0.5,30.8,0.5,1.9,28.0,3.4,19.8,13.7,0.6,1.91,0.66,0.173,0.7,0.5,1.2,0.105,0.2,0.529
250,dennis smith jr,CHA,25,0.16,0.063,0.153,41.2,0.008,0.038,21.6,0.026,0.036,73.6,0.009,0.047,0.056,0.088,0.028,0.025,0.008,0.041,0.434,1,0,-0.024,2.1,3.5,60.0,0.4,1.2,32.8,0.2,0.6,33.3,0.2,0.8,30.2,0.2,0.9,22.4,0.3,1.2,22.4,8.8,53.9,22.8,3.8,4.23,3.85,0.163,0.3,0.1,0.9,0.722,0.5,0.843
251,lindy waters iii,OKC,25,0.182,0.059,0.152,38.8,0.05,0.139,35.8,0.015,0.018,80.0,0.012,0.053,0.065,0.025,0.009,0.012,0.009,0.037,0.352,0,0,0.104,0.2,0.3,60.0,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.5,1.2,43.5,0.9,2.7,32.7,5.2,15.9,10.6,0.4,1.65,0.91,0.325,0.1,0.0,0.4,0.8,0.0,0.563
252,mo bamba,LAL,24,0.205,0.074,0.152,48.7,0.031,0.078,39.0,0.026,0.04,66.1,0.036,0.105,0.141,0.029,0.019,0.008,0.027,0.066,0.504,2,0,0.006,1.3,2.0,65.9,0.0,0.2,22.2,0.1,0.2,42.9,0.0,0.1,50.0,0.3,0.8,42.9,0.7,1.9,37.4,6.8,25.6,15.1,0.7,1.69,0.45,0.266,0.9,0.4,2.7,0.475,0.526,1.056
253,trey lyles,SAC,27,0.214,0.07,0.152,46.5,0.033,0.088,36.9,0.04,0.049,81.5,0.025,0.087,0.112,0.025,0.025,0.011,0.012,0.036,0.43,1,0,0.043,1.2,1.9,63.2,0.1,0.3,43.5,0.0,0.0,50.0,0.0,0.0,0.0,0.6,1.4,40.6,0.6,1.7,33.9,7.7,26.7,14.7,0.7,1.63,0.7,0.29,0.3,0.3,1.6,0.333,0.524,0.963
254,ricky rubio,CLE,32,0.155,0.055,0.151,36.6,0.019,0.072,26.0,0.026,0.033,78.8,0.007,0.053,0.06,0.095,0.027,0.024,0.005,0.045,0.429,0,0,0.037,0.3,1.0,35.7,0.1,0.3,30.0,0.7,1.1,63.6,0.1,0.3,37.5,0.4,1.5,27.9,0.2,1.0,24.1,5.4,38.9,15.0,3.2,4.94,4.4,0.139,0.2,0.0,0.2,0.0,0.0,0.0
255,blake wesley,SAS,20,0.13,0.048,0.151,31.5,0.013,0.038,34.8,0.021,0.034,61.9,0.009,0.045,0.054,0.068,0.046,0.017,0.003,0.05,0.313,0,0,-0.149,0.9,2.4,38.5,0.0,0.5,6.7,0.2,0.5,29.4,0.1,0.7,13.0,0.3,0.6,55.6,0.3,1.0,27.3,4.9,34.8,12.5,2.8,4.78,4.4,0.141,0.3,0.0,0.7,0.444,0.0,0.522
256,devonte graham,SAS,28,0.189,0.056,0.151,37.4,0.042,0.119,35.1,0.035,0.046,75.2,0.007,0.036,0.043,0.069,0.018,0.015,0.006,0.027,0.39,0,0,-0.052,0.2,0.5,47.1,0.1,0.3,47.4,0.1,0.2,58.3,0.1,0.3,44.4,0.4,1.1,34.6,1.3,3.6,35.2,7.4,34.6,16.5,2.0,3.54,2.86,0.214,0.2,0.0,0.2,0.5,0.0,0.545
257,naji marshall,NOP,25,0.185,0.065,0.151,43.5,0.018,0.058,30.4,0.036,0.046,78.8,0.013,0.061,0.074,0.05,0.025,0.014,0.004,0.029,0.377,0,0,0.011,1.5,2.6,58.7,0.5,1.3,38.8,0.3,0.6,50.0,0.1,0.1,50.0,0.4,1.5,29.9,0.5,1.3,34.0,9.3,40.3,21.0,1.8,2.67,2.01,0.232,0.4,0.0,1.0,0.846,1.5,0.831
258,jalen mcdaniels,PHI,25,0.184,0.068,0.15,45.5,0.019,0.057,32.3,0.029,0.034,83.3,0.015,0.07,0.085,0.032,0.024,0.019,0.008,0.053,0.394,2,0,-0.035,1.9,3.2,58.8,0.4,0.9,42.6,0.2,0.5,42.9,0.1,0.2,46.7,0.4,1.3,33.0,0.5,1.6,32.2,9.4,35.5,18.9,1.2,2.04,1.21,0.265,0.5,0.1,1.8,0.882,0.0,1.195
259,nassir little,POR,23,0.178,0.066,0.15,44.2,0.029,0.078,36.7,0.016,0.023,71.7,0.013,0.056,0.07,0.025,0.018,0.01,0.01,0.033,0.34,0,0,-0.094,0.9,1.5,63.0,0.1,0.3,22.2,0.1,0.3,33.3,0.2,0.3,70.6,0.3,0.9,34.0,0.8,2.2,37.5,6.6,22.4,12.6,0.8,2.23,1.49,0.296,0.2,0.0,0.7,0.9,0.0,0.632
260,davis bertans,DAL,30,0.189,0.063,0.15,42.1,0.051,0.133,38.7,0.011,0.013,83.3,0.009,0.039,0.047,0.021,0.011,0.011,0.006,0.055,0.318,0,0,-0.045,0.2,0.3,61.5,0.0,0.0,100,0.0,0.0,100,0.0,0.0,100,0.5,1.1,48.9,0.6,1.7,34.7,4.2,12.8,7.8,0.3,1.19,0.41,0.328,0.2,0.0,0.3,0.5,0.0,0.462
261,deanthony melton,PHI,24,0.182,0.065,0.15,43.2,0.036,0.092,39.6,0.016,0.02,79.3,0.016,0.056,0.072,0.046,0.024,0.029,0.009,0.044,0.43,0,0,0.032,1.2,2.2,55.0,0.2,0.6,36.4,0.1,0.3,35.0,0.1,0.2,41.2,0.7,1.9,37.7,1.4,3.5,40.9,10.5,48.5,24.3,2.1,2.64,1.88,0.216,0.6,0.0,1.2,0.524,0.0,0.435
262,jack white,DEN,25,0.178,0.065,0.15,43.8,0.028,0.075,37.5,0.019,0.028,66.7,0.028,0.056,0.084,0.028,0.009,0.019,0.019,0.075,0.423,0,0,-0.28,0.3,0.5,57.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.1,0.0,1.2,4.9,2.7,0.1,1.71,0.76,0.241,0.1,0.0,0.6,0.0,0.0,0.444
263,cam reddish,POR,23,0.185,0.067,0.149,44.6,0.022,0.069,31.3,0.031,0.036,85.3,0.009,0.034,0.042,0.027,0.023,0.019,0.007,0.034,0.331,0,0,-0.092,1.8,2.9,63.2,0.4,0.8,43.8,0.2,0.4,41.2,0.0,0.1,0.0,0.6,1.8,33.8,0.6,1.8,30.1,9.7,28.5,17.8,1.5,3.1,2.17,0.34,0.6,0.0,0.7,0.783,0.0,1.138
264,shake milton,PHI,26,0.192,0.072,0.149,48.1,0.018,0.045,39.1,0.03,0.035,85.3,0.012,0.047,0.059,0.067,0.028,0.007,0.004,0.037,0.369,1,0,0.04,1.5,2.4,61.5,0.4,1.0,41.9,0.2,0.7,36.2,0.1,0.3,42.1,0.3,0.8,36.8,0.5,1.1,42.7,8.2,37.6,16.8,2.6,4.16,3.56,0.218,0.2,0.0,0.7,0.867,0.0,1.038
265,rj hampton,DET,22,0.19,0.063,0.149,42.2,0.026,0.074,35.3,0.038,0.052,73.6,0.012,0.041,0.053,0.036,0.029,0.019,0.004,0.032,0.348,0,0,-0.084,0.6,1.1,56.3,0.3,0.7,46.4,0.2,0.4,53.3,0.1,0.3,25.0,0.4,0.8,44.1,0.5,1.6,31.8,6.2,23.5,11.9,1.4,3.6,3.1,0.262,0.3,0.0,0.4,0.583,0.0,1.0
266,brandon clarke,MEM,26,0.238,0.098,0.149,65.6,0.0,0.003,16.7,0.043,0.059,71.9,0.039,0.093,0.132,0.031,0.023,0.014,0.016,0.056,0.51,6,0,-0.006,2.8,3.7,76.0,0.7,1.3,54.7,0.4,0.9,46.0,0.1,0.2,66.7,0.0,0.1,14.3,0.0,0.0,0.0,10.0,28.5,17.8,0.7,1.52,0.65,0.35,4.3,0.2,5.4,0.554,0.444,1.095
267,isaiah todd,WAS,21,0.074,0.037,0.148,25.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0,0,-0.111,0.0,0.0,0.0,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.5,4.3,2.5,0.1,1.81,0.59,0.118,0.0,0.0,0.0,0.0,0.0,0.0
268,josh okogie,PHX,24,0.19,0.059,0.148,40.0,0.024,0.07,33.9,0.048,0.066,72.1,0.039,0.05,0.089,0.037,0.023,0.02,0.013,0.042,0.426,2,0,0.042,1.0,1.9,53.5,0.2,0.7,31.0,0.1,0.3,25.0,0.1,0.2,35.7,0.5,1.6,31.5,0.4,1.1,39.5,7.3,23.0,13.4,0.9,2.4,1.69,0.318,0.4,0.0,1.6,0.36,0.0,0.587
269,kenyon martin jr,HOU,22,0.215,0.084,0.148,57.0,0.015,0.046,31.8,0.032,0.046,68.4,0.026,0.068,0.094,0.025,0.019,0.008,0.006,0.03,0.39,5,0,-0.081,3.8,5.1,73.9,0.3,0.9,36.6,0.0,0.0,50.0,0.0,0.0,0.0,0.3,0.8,37.5,0.6,1.8,30.1,12.7,35.7,22.0,0.9,1.51,0.8,0.356,1.7,0.0,4.0,0.774,0.0,1.087
270,dru smith,BKN,25,0.155,0.066,0.148,45.0,0.018,0.07,26.3,0.004,0.004,100.0,0.007,0.063,0.07,0.059,0.007,0.033,0.015,0.063,0.464,0,0,-0.026,0.5,0.8,66.7,0.3,0.4,60.0,0.4,0.5,66.7,0.0,0.0,0.0,0.3,0.8,44.4,0.1,0.9,9.1,3.5,19.8,7.1,1.5,4.41,4.4,0.176,0.3,0.0,0.3,1.333,0.0,0.5
271,isaiah stewart,DET,21,0.19,0.065,0.148,44.2,0.022,0.069,32.7,0.037,0.05,73.8,0.038,0.096,0.135,0.023,0.023,0.007,0.011,0.045,0.418,13,0,-0.076,2.0,3.7,54.6,0.4,0.8,47.5,0.0,0.1,66.7,0.1,0.1,85.7,0.7,1.8,36.3,0.7,2.3,29.8,11.4,39.2,22.2,1.1,1.7,0.71,0.291,1.5,0.8,4.7,0.784,0.421,0.805
272,bol bol,ORL,23,0.201,0.083,0.147,56.6,0.01,0.033,29.3,0.025,0.033,76.0,0.022,0.107,0.129,0.02,0.035,0.009,0.027,0.029,0.46,6,0,-0.038,2.4,2.9,81.2,0.4,1.1,40.8,0.3,0.6,52.5,0.2,0.4,37.0,0.1,0.6,23.8,0.3,1.0,31.3,9.0,22.6,12.5,0.9,2.32,1.56,0.4,0.4,0.1,1.9,1.148,0.6,1.44
273,furkan korkmaz,PHI,25,0.189,0.065,0.147,44.0,0.021,0.06,35.1,0.039,0.055,70.6,0.01,0.044,0.053,0.032,0.032,0.011,0.005,0.019,0.317,0,0,-0.024,0.6,0.9,65.5,0.1,0.4,16.7,0.1,0.2,60.0,0.1,0.2,40.0,0.3,0.6,43.8,0.2,0.7,30.4,3.5,13.0,8.8,0.6,2.76,2.13,0.273,0.2,0.0,0.3,1.143,0.0,1.4
274,ousmane dieng,OKC,19,0.152,0.061,0.147,41.4,0.022,0.08,27.3,0.009,0.015,58.8,0.015,0.071,0.087,0.032,0.018,0.012,0.005,0.035,0.337,0,0,0.023,0.9,1.3,68.8,0.3,0.5,52.9,0.0,0.1,20.0,0.0,0.1,0.0,0.4,1.2,32.6,0.3,1.2,22.7,4.8,17.7,10.8,0.6,1.88,1.21,0.271,0.6,0.0,1.1,0.682,0.0,1.025
275,dayron sharpe,BKN,21,0.192,0.079,0.146,54.1,0.006,0.01,54.5,0.028,0.043,65.2,0.084,0.086,0.17,0.031,0.039,0.012,0.027,0.079,0.52,2,0,-0.083,1.7,2.9,60.5,0.1,0.4,16.7,0.0,0.1,33.3,0.0,0.0,0.0,0.1,0.1,50.0,0.1,0.2,50.0,4.7,18.7,11.4,0.5,1.71,0.67,0.249,1.5,0.4,4.1,0.515,0.313,0.781
276,monte morris,WAS,27,0.181,0.07,0.146,48.0,0.022,0.058,38.2,0.018,0.022,83.1,0.007,0.052,0.06,0.093,0.017,0.012,0.004,0.021,0.422,2,0,0.002,1.1,1.7,67.0,0.5,1.1,48.5,0.4,0.9,47.4,0.6,1.1,50.7,0.6,1.3,43.9,0.8,2.2,35.1,10.3,57.9,22.5,4.8,5.0,4.59,0.177,0.2,0.0,0.3,0.583,0.0,0.526
277,romeo langford,SAS,23,0.167,0.069,0.146,47.4,0.009,0.034,27.6,0.02,0.029,67.3,0.032,0.033,0.065,0.028,0.015,0.013,0.008,0.039,0.334,0,0,-0.103,1.7,2.6,66.0,0.5,1.4,33.9,0.2,0.5,50.0,0.1,0.3,40.0,0.3,0.9,33.3,0.1,0.6,17.4,7.2,22.6,15.1,1.0,2.53,1.76,0.317,0.4,0.0,1.8,0.667,0.0,0.896
278,jevon carter,MIL,27,0.169,0.062,0.146,42.5,0.036,0.086,41.8,0.008,0.01,81.6,0.009,0.043,0.052,0.049,0.02,0.017,0.008,0.041,0.36,1,0,0.018,0.4,0.8,46.2,0.1,0.2,31.6,0.2,0.5,44.7,0.5,1.1,45.2,0.6,1.5,43.0,1.1,2.8,40.4,8.1,38.2,14.9,2.7,4.21,3.72,0.211,0.3,0.0,0.6,0.182,0.0,0.227
279,clint capela,ATL,28,0.209,0.095,0.146,64.9,0.0,0.0,0.0,0.02,0.033,60.7,0.071,0.123,0.194,0.016,0.014,0.012,0.021,0.037,0.551,34,0,-0.013,5.0,7.4,67.3,0.4,0.9,49.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,18.1,0.8,1.31,0.27,0.324,2.4,0.5,10.3,0.507,0.667,1.03
280,jamychal green,GSW,32,0.212,0.079,0.146,54.0,0.024,0.064,38.2,0.03,0.039,77.6,0.042,0.077,0.119,0.029,0.03,0.015,0.013,0.061,0.451,0,0,-0.097,1.5,2.1,71.8,0.1,0.2,41.7,0.0,0.1,50.0,0.0,0.1,28.6,0.3,0.9,36.7,0.4,1.1,39.3,6.5,22.3,14.0,0.5,1.3,0.34,0.292,1.0,0.6,3.0,0.589,0.219,1.006
281,santi aldama,MEM,22,0.194,0.069,0.145,47.3,0.026,0.074,35.6,0.03,0.04,75.4,0.023,0.078,0.102,0.026,0.016,0.012,0.014,0.04,0.417,4,0,0.026,1.5,2.3,65.3,0.4,0.7,52.7,0.1,0.2,28.6,0.0,0.1,14.3,0.7,1.8,37.6,0.6,1.7,34.6,9.2,29.4,15.8,0.9,1.89,0.91,0.314,0.8,0.3,2.2,0.552,0.9,1.006
